date;category;type;description;_category;_subcategory;amount;transaction_id;mcc_code
2026-02-05;CASH;CARD_TRANSACTION;BRICO DEPOT     2903906;MAISON;BRICOLAGE;-72.780000;019c2d01-ccce-72c9-abc3-2a18cc9eb68e;5231
2026-02-05;CASH;CARD_TRANSACTION;BRICO DEPOT     2903906;MAISON;BRICOLAGE;-34.470000;019c2d04-524f-7ade-9608-bb55bf9a588d;5231
2026-02-05;CASH;CARD_TRANSACTION;TOTAL           4379751;CHARGES_VARIABLES;CARBURANT;-26.930000;019c2d5e-ac08-7269-8f89-c2287c3ce7c4;5541
2026-02-06;CASH;TRANSFER_INSTANT_INBOUND;Incoming transfer from M PAUL DENHEZ (FR7616275500000412664270831);DIVERS;AJUSTEMENTS_ERREURS;2500.000000;019c3327-b3b5-77ce-81fd-3d46fc58ec7e;
2026-02-06;CASH;CARD_TRANSACTION;LEROY MERLIN    4986085;MAISON;BRICOLAGE;-70.000000;019c327b-b579-7bbe-b578-ea90617dcc46;5231
2026-02-07;CASH;CARD_TRANSACTION;AMZN Mktp FR*ZH4TV4GS5;ACHATS;DIVERS;-14.180000;019c3775-38fb-75a6-8bf4-615edc592823;5999
2026-02-08;CASH;CARD_TRANSACTION;APPLE.COM/BILL;CHARGES_FIXES;ABONNEMENTS_FIXES;-22.990000;019c3d04-4886-7d89-8c31-32c747ce35bd;5818
2026-02-08;CASH;CARD_TRANSACTION;GRAND FRAIS AULNOY;ALIMENTATION;COURSES;-55.570000;019c3cc6-7828-7a39-9884-b866327d2454;7399
2026-02-08;CASH;CARD_TRANSACTION;TSBV;LOISIRS;SPORT;-7.900000;019c3d8f-a896-78c1-894f-9d3335d02dc3;7991
2026-02-09;CASH;CARD_TRANSACTION;O TERA;ALIMENTATION;COURSES;-66.710000;019c4239-6ee3-7997-a93e-e51c22e9c5c6;5411
2026-02-11;CASH;CARD_TRANSACTION;E0022API EDS ONE;ACHATS;CAFE;-2.330000;019c4ccd-51af-7359-aefd-24789f8b4c06;5814
2026-02-11;CASH;CARD_TRANSACTION;NYX*LILLEAUTOMATIQUEDIST;ACHATS;CAFE;-0.300000;019c4bb5-1da5-7d5f-b8a7-4f8823f028f2;5499
2026-02-11;CASH;CARD_TRANSACTION;NYX*LILLEAUTOMATIQUEDIST;ACHATS;CAFE;-0.300000;019c4bba-fd08-77b0-99f8-0cee39f89bea;5499
2026-02-11;CASH;CARD_TRANSACTION;NYX*LILLEAUTOMATIQUEDIST;ACHATS;CAFE;-0.300000;019c4bd2-9d62-79b9-a71a-75e9559df314;5499
2026-02-12;CASH;CARD_TRANSACTION;NYX*LILLEAUTOMATIQUEDIST;ACHATS;CAFE;-5.000000;019c510c-8785-7195-96d9-6cd297cbb6f8;5499
2026-02-12;CASH;CARD_TRANSACTION;NYX*LILLEAUTOMATIQUEDIST;ACHATS;CAFE;-5.000000;019c510c-923d-79b2-94f9-54ad8bdca07e;5499
2026-02-12;CASH;CARD_TRANSACTION;PASS;LOISIRS;SORTIES;-27.000000;019c5211-7968-74e8-bef2-26928df70b86;7991
2026-02-12;CASH;CARD_TRANSACTION;PASS;LOISIRS;SORTIES;-27.000000;019c5211-7dc1-735a-a126-dd72ef639b73;7991
2026-02-13;CASH;CARD_TRANSACTION;AMZN Mktp FR*UE14R4YR5;ACHATS;DIVERS;-14.990000;019c5659-b591-7c0c-aca9-ff94035d5150;5999
2026-02-14;CASH;CARD_TRANSACTION;SAS JVA;ALIMENTATION;RESTAURANTS;-83.700000;019c5c83-f6fb-7933-973f-de3989d65689;5812
2026-02-15;CASH;CARD_TRANSACTION;APPLE.COM/BILL;CHARGES_FIXES;ABONNEMENTS_FIXES;-2.990000;019c606c-619b-7852-be5e-efb005384746;5818
2026-02-15;CASH;CARD_TRANSACTION;F K F SC;ALIMENTATION;COURSES;-27.500000;019c61c9-a0db-74cb-9e86-b470c2a4b8dc;5411
2026-02-15;CASH;CARD_TRANSACTION;GRAND FRAIS AULNOY;ALIMENTATION;COURSES;-13.130000;019c60e7-22e0-740e-a7fb-b7b26d5cfe0f;7399
2026-02-16;CASH;CARD_TRANSACTION;LE COMPTOIR VOLANT;ALIMENTATION;RESTAURANTS;-36.800000;019c6579-496e-7f3a-906a-1718461f24ee;5814
2026-02-16;CASH;CARD_TRANSACTION;LE JARDIN DES FL;ACHATS;CADEAUX;-26.200000;019c65f6-9e52-71f1-973f-5966ca906373;5992
2026-02-16;CASH;CARD_TRANSACTION;O TERA;ALIMENTATION;COURSES;-37.900000;019c6652-8d86-7a17-b71a-e17550af041c;5411
2026-02-16;TRADING;BUY;Savings plan execution LU1681048804 Amundi Index Solutions - Amundi S&P 500 Swap UCITS ETF EUR Acc, quantity: 0.043076;EPARGNE;INVESTISSEMENTS;-4.94;8a235586-347a-4b79-b95e-39e117ff7c5f;
2026-02-17;CASH;CARD_TRANSACTION;VAL VIANDES;ALIMENTATION;BOUCHERIE;-20.200000;019c6bb5-8bfc-759d-8067-ed7ac44c5cf5;763
2026-02-19;CASH;CARD_TRANSACTION;AMAZON PRIME FR 2469664;CHARGES_FIXES;ABONNEMENTS_FIXES;-6.990000;019c7588-3d8b-746f-8747-f171a549197f;5965
2026-02-19;CASH;CARD_TRANSACTION;AMZN Mktp FR*4V51J02W5;ACHATS;DIVERS;-12.990000;019c7541-3359-78b6-aa81-a455a36e9d4c;5999
2026-02-19;CASH;CARD_TRANSACTION;NYX*LILLEAUTOMATIQUEDIST;ACHATS;CAFE;-0.300000;019c74ed-73ef-7790-b8cf-cb27415b379b;5499
2026-02-19;CASH;CARD_TRANSACTION;NYX*LILLEAUTOMATIQUEDIST;ACHATS;CAFE;-0.200000;019c74f5-b485-7197-a134-9f68dcc37c97;5499
2026-02-19;CASH;CARD_TRANSACTION;TOTAL           4379751;CHARGES_VARIABLES;CARBURANT;-30.030000;019c7573-63ee-7211-b85c-322dde1697e5;5541
2026-02-20;CASH;CARD_TRANSACTION;LE VALENCY;ACHATS;TABAC;-11.300000;019c7b2c-a2fe-7748-ba2a-6c9885b47a81;5813
2026-02-20;CASH;CARD_TRANSACTION;TSBV;LOISIRS;SPORT;-7.900000;019c7b22-967f-7cb1-8bd4-333d06a87489;7991
2026-02-21;CASH;CARD_TRANSACTION;BRICO DEPOT     2903906;MAISON;BRICOLAGE;-37.800000;019c7f86-d5f0-723c-9126-9c4d3ab25b7e;5231
2026-02-21;CASH;CARD_TRANSACTION;PUB ST MARTIN;ALIMENTATION;RESTAURANTS;-32.300000;019c803b-0641-74ee-9a0f-ccb0cd9977a8;5812
2026-02-21;CASH;CARD_TRANSACTION;ZW;ALIMENTATION;RESTAURANTS;-37.010000;019c8011-f5e1-7900-920b-304bfdc19abd;5814
2026-02-22;CASH;CARD_TRANSACTION;AMAZON EU SARL  2090401;ACHATS;DIVERS;-64.990000;019c8505-bbdc-7dd7-a7e7-06afac3e6d8f;5965
2026-02-22;CASH;CARD_TRANSACTION;EURL A MOREAU;ALIMENTATION;BOULANGERIE;-3.400000;019c85a6-ba22-78d8-9fa0-d2d2f2e3ddc6;5462
2026-02-22;CASH;CARD_TRANSACTION;PPG*PHASE NEUTRE;MAISON;BRICOLAGE;-21.560000;019c85ae-7cc8-7edc-b5f9-928ad1113f3c;5732
2026-02-22;CASH;CARD_TRANSACTION;SP WILDDE;ACHATS;SOIN DE LA PERSONNE;-29.550000;019c845e-2f9f-7d90-a0e7-9d5f69067b6a;5999
2026-02-23;TRADING;BUY;Savings plan execution LU1681048804 Amundi Index Solutions - Amundi S&P 500 Swap UCITS ETF EUR Acc, quantity: 0.146655;EPARGNE;INVESTISSEMENTS;-16.96;7f450e76-792a-4619-9bb1-7118e3bd8a59;
2026-02-23;CASH;CARD_TRANSACTION;SumUp  *Circolo Valgua;ACHATS;VIN;-15.000000;019c89e1-2a65-7727-8884-245f5b95cb17;8699
2026-02-24;CASH;CARD_TRANSACTION;VAL VIANDES;ALIMENTATION;BOUCHERIE;-16.170000;019c8fbd-44a4-71b7-9435-252987a50a22;763
2026-02-25;CASH;CARD_TRANSACTION;LE VALENCY;ACHATS;TABAC;-11.200000;019c94df-c7a2-7bb2-89b0-2a9c14432632;5813
2026-02-25;CASH;TRANSFER_INSTANT_OUTBOUND;Outgoing transfer for M PAUL DENHEZ (FR7616275500000412664270831);DIVERS;AJUSTEMENTS_ERREURS;-1.000000;019c9636-83d1-751b-a73b-6e21e61f78d2;
2026-02-26;CASH;CARD_TRANSACTION;Amazon.fr*BC3H680B5;ACHATS;DIVERS;-39.990000;019c9925-8b8f-790a-9c78-b146b33d79aa;5999
2026-02-26;CASH;CARD_TRANSACTION;Amazon.fr*O52KO52R5;ACHATS;DIVERS;-11.900000;019c9925-4687-73ea-abba-8c94ffdacf6d;5999
2026-02-26;CASH;CARD_TRANSACTION;MGP*Le Pot Commun;ACHATS;CADEAUX;-20.000000;019c9912-3345-75ff-8033-a3d6176e27c8;8398
2026-02-26;CASH;CARD_TRANSACTION;NYX*LILLEAUTOMATIQUEDIST;ACHATS;CAFE;-0.300000;019c9948-2d02-769d-8025-7e71967eeb84;5499
2026-02-27;CASH;CARD_TRANSACTION;NYX*LILLEAUTOMATIQUEDIST;ACHATS;CAFE;-0.300000;019c9e48-d619-7bf6-8b98-6cec10e74102;5499
2026-02-28;CASH;CARD_TRANSACTION;CARREFOUR CITY;ALIMENTATION;COURSES;-14.060000;019ca4ab-4b20-730a-a8ed-bb89b3510aba;5331
2026-02-28;CASH;CARD_TRANSACTION;LE VALENCY;ACHATS;TABAC;-11.200000;019ca4b2-ebd9-7fbb-8cae-7a249ed1a923;5813
